Player,PlayerID,Age,TeamID,GP,PTS,REB,AST,STL,BLK,TOV,PF,OffREB,DefREB,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,2P,2PA,2P%,PTS_GP,REB_GP,AST_GP,STL_GP,BLK_GP,MP_GP
Dalton Knecht,knechda01,23,LAL,22,245,74,25,12,1,11,31,14,60,533,90,191,47.1,48,119,40.3,17,22,77.3,42,72,58.3,11.13636364,3.363636364,1.136363636,0.545454545,0.045454545,24.22727273
Scottie Barnes,barnesc01,23,TOR,11,242,93,79,15,7,41,23,24,69,374,88,189,46.6,18,62,29,48,67,71.6,70,127,55.1,22,8.454545455,7.181818182,1.363636364,0.636363636,34
Stephon Castle,castlst01,20,SAS,21,242,53,77,16,9,38,36,17,36,572,85,220,38.6,25,89,28.1,47,65,72.3,60,131,45.8,11.52380952,2.523809524,3.666666667,0.761904762,0.428571429,27.23809524
Clint Capela,capelca01,30,ATL,23,241,219,31,16,22,19,44,83,136,525,107,183,58.5,0,0,0,27,48,56.3,107,183,58.5,10.47826087,9.52173913,1.347826087,0.695652174,0.956521739,22.82608696
Keldon Johnson,johnske04,25,SAS,20,241,111,33,14,4,14,36,20,91,523,88,201,43.8,24,80,30,41,54,75.9,64,121,52.9,12.05,5.55,1.65,0.7,0.2,26.15
Tyus Jones,jonesty01,28,PHO,20,234,52,141,21,2,21,21,13,39,650,91,191,47.6,41,103,39.8,11,14,78.6,50,88,56.8,11.7,2.6,7.05,1.05,0.1,32.5
Onyeka Okongwu,okongon01,24,ATL,21,234,137,34,15,15,19,44,48,89,497,90,167,53.9,8,38,21.1,46,57,80.7,82,129,63.6,11.14285714,6.523809524,1.619047619,0.714285714,0.714285714,23.66666667
Harrison Barnes,barneha02,32,SAS,21,233,99,34,6,4,17,17,37,62,607,77,156,49.4,30,68,44.1,49,61,80.3,47,88,53.4,11.0952381,4.714285714,1.619047619,0.285714286,0.19047619,28.9047619
Malik Monk,monkma01,26,SAC,15,232,51,67,13,8,18,34,1,50,419,83,177,46.9,34,88,38.6,32,39,82.1,49,89,55.1,15.46666667,3.4,4.466666667,0.866666667,0.533333333,27.93333333
Naji Marshall,marshna01,27,DAL,20,231,67,48,19,2,29,31,23,44,482,93,171,54.4,15,51,29.4,30,34,88.2,78,120,65,11.55,3.35,2.4,0.95,0.1,24.1
T.J. McConnell,mccontj01,32,IND,22,229,58,86,29,5,36,24,12,46,432,105,187,56.1,2,8,25,17,23,73.9,103,179,57.5,10.40909091,2.636363636,3.909090909,1.318181818,0.227272727,19.63636364
Klay Thompson,thompkl01,34,DAL,18,229,63,34,12,7,18,23,12,51,505,81,214,37.9,50,139,36,17,18,94.4,31,75,41.3,12.72222222,3.5,1.888888889,0.666666667,0.388888889,28.05555556
Jonas Valanciunas,valanjo01,32,WAS,19,229,147,40,8,13,31,33,44,103,379,91,157,58,2,8,25,45,49,91.8,89,149,59.7,12.05263158,7.736842105,2.105263158,0.421052632,0.684210526,19.94736842
Brandon Boston,bostobr01,23,NOP,19,228,74,70,30,4,31,34,15,59,541,83,198,41.9,24,77,31.2,38,44,86.4,59,121,48.8,12,3.894736842,3.684210526,1.578947368,0.210526316,28.47368421
Terry Rozier,roziete01,30,MIA,18,228,63,57,11,6,31,28,10,53,528,80,195,41,37,102,36.3,31,35,88.6,43,93,46.2,12.66666667,3.5,3.166666667,0.611111111,0.333333333,29.33333333
De'Andre Hunter,huntede01,27,ATL,12,224,50,15,10,2,15,31,7,43,330,73,151,48.3,29,71,40.8,49,54,90.7,44,80,55,18.66666667,4.166666667,1.25,0.833333333,0.166666667,27.5
Russell Westbrook,westbru01,36,DEN,19,223,74,114,27,11,45,46,15,59,466,74,192,38.5,26,72,36.1,49,73,67.1,48,120,40,11.73684211,3.894736842,6,1.421052632,0.578947368,24.52631579
Deandre Ayton,aytonde01,26,POR,15,222,147,20,13,10,27,32,41,106,461,102,181,56.4,5,17,29.4,13,19,68.4,97,164,59.1,14.8,9.8,1.333333333,0.866666667,0.666666667,30.73333333
Rudy Gobert,goberru01,32,MIN,21,222,233,44,14,31,34,61,72,161,715,83,126,65.9,0,0,0,56,71,78.9,83,126,65.9,10.57142857,11.0952381,2.095238095,0.666666667,1.476190476,34.04761905
Jrue Holiday,holidjr01,34,BOS,19,222,80,75,15,6,31,26,20,60,592,80,179,44.7,32,96,33.3,30,33,90.9,48,83,57.8,11.68421053,4.210526316,3.947368421,0.789473684,0.315789474,31.15789474
Bilal Coulibaly,coulibi01,20,WAS,18,221,98,52,24,11,33,45,28,70,628,80,171,46.8,17,56,30.4,44,58,75.9,63,115,54.8,12.27777778,5.444444444,2.888888889,1.333333333,0.611111111,34.88888889
Chris Boucher,bouchch01,32,TOR,22,219,97,14,12,17,14,27,26,71,396,80,170,47.1,24,84,28.6,35,47,74.5,56,86,65.1,9.954545455,4.409090909,0.636363636,0.545454545,0.772727273,18
P.J. Washington,washipj01,26,DAL,17,218,146,44,24,20,29,38,28,118,560,82,176,46.6,25,65,38.5,29,40,72.5,57,111,51.4,12.82352941,8.588235294,2.588235294,1.411764706,1.176470588,32.94117647
Chris Paul,paulch01,39,SAS,21,216,78,173,30,5,38,40,9,69,604,73,168,43.5,39,109,35.8,31,31,100,34,59,57.6,10.28571429,3.714285714,8.238095238,1.428571429,0.238095238,28.76190476
Desmond Bane,banede01,26,MEM,15,214,92,58,13,8,33,42,12,80,416,81,190,42.6,27,87,31,25,32,78.1,54,103,52.4,14.26666667,6.133333333,3.866666667,0.866666667,0.533333333,27.73333333
Obi Toppin,toppiob01,26,IND,22,214,81,36,13,9,16,29,17,64,439,86,161,53.4,22,72,30.6,20,23,87,64,89,71.9,9.727272727,3.681818182,1.636363636,0.590909091,0.409090909,19.95454545
Bradley Beal,bealbr01,31,PHO,12,210,50,39,14,9,20,31,6,44,398,79,159,49.7,28,71,39.4,24,30,80,51,88,58,17.5,4.166666667,3.25,1.166666667,0.75,33.16666667
Jaden McDaniels,mcdanja02,24,MIN,21,208,78,37,23,17,24,65,24,54,625,83,187,44.4,24,80,30,18,26,69.2,59,107,55.1,9.904761905,3.714285714,1.761904762,1.095238095,0.80952381,29.76190476
Toumani Camara,camarto01,24,POR,22,207,114,49,32,8,35,65,49,65,681,77,181,42.5,36,92,39.1,17,25,68,41,89,46.1,9.409090909,5.181818182,2.227272727,1.454545455,0.363636364,30.95454545
Corey Kispert,kispeco01,25,WAS,19,207,65,28,12,3,21,32,7,58,525,76,184,41.3,35,112,31.3,20,24,83.3,41,72,56.9,10.89473684,3.421052632,1.473684211,0.631578947,0.157894737,27.63157895
Luguentz Dort,dortlu01,25,OKC,21,206,94,40,23,16,14,62,29,65,614,69,166,41.6,44,110,40,24,29,82.8,25,56,44.6,9.80952381,4.476190476,1.904761905,1.095238095,0.761904762,29.23809524
Rui Hachimura,hachiru01,26,LAL,17,205,88,29,13,9,11,32,32,56,537,76,161,47.2,26,60,43.3,27,32,84.4,50,101,49.5,12.05882353,5.176470588,1.705882353,0.764705882,0.529411765,31.58823529
Tim Hardaway Jr.,hardati02,32,DET,21,204,39,34,5,0,13,25,3,36,577,66,163,40.5,39,109,35.8,33,37,89.2,27,54,50,9.714285714,1.857142857,1.619047619,0.238095238,0,27.47619048
Aaron Wiggins,wiggiaa01,26,OKC,21,204,79,33,18,6,19,28,24,55,444,80,175,45.7,32,78,41,12,15,80,48,97,49.5,9.714285714,3.761904762,1.571428571,0.857142857,0.285714286,21.14285714
Dalano Banton,bantoda01,25,POR,20,202,47,51,20,12,35,23,7,40,337,72,165,43.6,26,67,38.8,32,48,66.7,46,98,46.9,10.1,2.35,2.55,1,0.6,16.85
Jay Huff,huffja01,26,MEM,22,200,52,17,7,29,13,30,12,40,330,70,132,53,36,84,42.9,24,33,72.7,34,48,70.8,9.090909091,2.363636364,0.772727273,0.318181818,1.318181818,15
Alex Sarr,sarral01,19,WAS,19,200,118,40,14,35,27,53,38,80,509,75,199,37.7,21,86,24.4,29,44,65.9,54,113,47.8,10.52631579,6.210526316,2.105263158,0.736842105,1.842105263,26.78947368
Anthony Black,blackan01,21,ORL,24,199,66,98,21,17,55,51,13,53,580,70,165,42.4,16,59,27.1,43,59,72.9,54,106,50.9,8.291666667,2.75,4.083333333,0.875,0.708333333,24.16666667
Nickeil Alexander-Walker,alexani01,26,MIN,21,198,58,55,20,8,32,35,14,44,510,71,141,50.4,35,80,43.8,21,27,77.8,36,61,59,9.428571429,2.761904762,2.619047619,0.952380952,0.380952381,24.28571429
Jalen Wilson,wilsoja03,24,BRK,22,198,80,36,8,1,20,50,23,57,549,67,150,44.7,29,82,35.4,35,40,87.5,38,68,55.9,9,3.636363636,1.636363636,0.363636364,0.045454545,24.95454545
Kentavious Caldwell-Pope,caldwke01,31,ORL,23,197,50,41,36,13,17,49,9,41,688,67,165,40.6,35,112,31.3,28,29,96.6,32,53,60.4,8.565217391,2.173913043,1.782608696,1.565217391,0.565217391,29.91304348
Guerschon Yabusele,yabusgu01,29,PHI,20,197,118,39,14,10,27,58,40,78,491,73,150,48.7,33,81,40.7,18,31,58.1,40,69,58,9.85,5.9,1.95,0.7,0.5,24.55
Jordan Clarkson,clarkjo01,32,UTA,13,195,50,50,11,1,26,19,10,40,338,68,174,39.1,22,80,27.5,37,46,80.4,46,94,48.9,15,3.846153846,3.846153846,0.846153846,0.076923077,26
Duncan Robinson,robindu01,30,MIA,19,193,43,42,9,3,16,40,8,35,421,69,177,39,45,125,36,10,13,76.9,24,52,46.2,10.15789474,2.263157895,2.210526316,0.473684211,0.157894737,22.15789474
Jalen Duren,durenja01,21,DET,22,192,202,54,7,29,44,69,67,135,525,77,113,68.1,0,0,0,38,66,57.6,77,113,68.1,8.727272727,9.181818182,2.454545455,0.318181818,1.318181818,23.86363636
Royce O'Neale,onealro01,31,PHO,20,191,118,41,19,14,18,44,25,93,505,68,162,42,43,105,41,12,17,70.6,25,57,43.9,9.55,5.9,2.05,0.95,0.7,25.25
Kyle Kuzma,kuzmaky01,29,WAS,12,190,67,23,5,3,29,23,8,59,330,76,181,42,16,58,27.6,22,32,68.8,60,123,48.8,15.83333333,5.583333333,1.916666667,0.416666667,0.25,27.5
Taurean Prince,princta02,30,MIL,21,190,94,40,19,4,24,46,15,79,596,67,132,50.8,45,81,55.6,11,13,84.6,22,51,43.1,9.047619048,4.476190476,1.904761905,0.904761905,0.19047619,28.38095238
Jake LaRavia,laravja01,23,MEM,22,189,102,83,17,16,30,51,33,69,508,67,133,50.4,19,48,39.6,36,52,69.2,48,85,56.5,8.590909091,4.636363636,3.772727273,0.772727273,0.727272727,23.09090909
CJ McCollum,mccolcj01,33,NOP,9,189,34,28,12,4,14,18,7,27,293,74,166,44.6,26,76,34.2,15,24,62.5,48,90,53.3,21,3.777777778,3.111111111,1.333333333,0.444444444,32.55555556
Yves Missi,missiyv01,20,NOP,21,189,163,29,15,26,27,39,74,89,517,76,134,56.7,0,0,0,37,60,61.7,76,134,56.7,9,7.761904762,1.380952381,0.714285714,1.238095238,24.61904762
Georges Niang,niangge01,31,CLE,22,188,80,26,8,4,21,50,13,67,448,72,160,45,37,106,34.9,7,9,77.8,35,54,64.8,8.545454545,3.636363636,1.181818182,0.363636364,0.181818182,20.36363636
Scoot Henderson,hendesc01,20,POR,16,187,46,87,15,2,49,41,11,35,424,69,166,41.6,16,50,32,33,44,75,53,116,45.7,11.6875,2.875,5.4375,0.9375,0.125,26.5
Kevin Porter Jr.,porteke02,24,LAC,21,185,74,58,18,7,49,28,14,60,392,77,186,41.4,9,49,18.4,22,35,62.9,68,137,49.6,8.80952381,3.523809524,2.761904762,0.857142857,0.333333333,18.66666667
Peyton Watson,watsope01,22,DEN,19,185,65,25,14,19,16,39,20,45,486,68,139,48.9,17,46,37,32,40,80,51,93,54.8,9.736842105,3.421052632,1.315789474,0.736842105,1,25.57894737
Donte DiVincenzo,divindo01,28,MIN,21,184,64,74,27,5,37,36,8,56,536,63,177,35.6,46,139,33.1,12,16,75,17,38,44.7,8.761904762,3.047619048,3.523809524,1.285714286,0.238095238,25.52380952
Caris LeVert,leverca01,30,CLE,16,184,47,64,15,7,22,21,9,38,385,66,128,51.6,26,59,44.1,26,37,70.3,40,69,58,11.5,2.9375,4,0.9375,0.4375,24.0625
Cody Martin,martico01,29,CHO,21,184,99,51,23,15,19,41,24,75,533,68,151,45,27,75,36,21,32,65.6,41,76,53.9,8.761904762,4.714285714,2.428571429,1.095238095,0.714285714,25.38095238
Tre Mann,manntr01,23,CHO,13,183,38,39,7,4,25,24,12,26,319,70,161,43.5,24,60,40,19,21,90.5,46,101,45.5,14.07692308,2.923076923,3,0.538461538,0.307692308,24.53846154
Miles McBride,mcbrimi01,24,NYK,16,181,43,41,16,4,16,29,10,33,407,65,140,46.4,35,81,43.2,16,18,88.9,30,59,50.8,11.3125,2.6875,2.5625,1,0.25,25.4375
Ziaire Williams,willizi02,23,BRK,21,181,92,24,20,7,19,56,22,70,459,64,159,40.3,18,66,27.3,35,44,79.5,46,93,49.5,8.619047619,4.380952381,1.142857143,0.952380952,0.333333333,21.85714286
Quentin Grimes,grimequ01,24,DAL,20,177,72,29,14,4,20,37,13,59,408,61,124,49.2,31,72,43.1,24,36,66.7,30,52,57.7,8.85,3.6,1.45,0.7,0.2,20.4
Miles Bridges,bridgmi02,26,CHO,11,176,72,33,7,5,15,15,8,64,331,62,146,42.5,24,69,34.8,28,33,84.8,38,77,49.4,16,6.545454545,3,0.636363636,0.454545455,30.09090909
Isaiah Joe,joeis01,25,OKC,19,174,51,32,15,4,10,35,11,40,422,61,150,40.7,45,120,37.5,7,10,70,16,30,53.3,9.157894737,2.684210526,1.684210526,0.789473684,0.210526316,22.21052632
Kevin Huerter,huertke01,26,SAC,19,173,63,39,20,11,19,45,5,58,491,66,161,41,31,108,28.7,10,15,66.7,35,53,66,9.105263158,3.315789474,2.052631579,1.052631579,0.578947368,25.84210526
Caleb Martin,martica02,29,PHI,18,172,88,44,19,9,34,33,26,62,560,60,148,40.5,15,51,29.4,37,56,66.1,45,97,46.4,9.555555556,4.888888889,2.444444444,1.055555556,0.5,31.11111111
Carlton Carrington,carrica01,19,WAS,19,171,77,81,21,6,39,56,4,73,535,62,154,40.3,27,77,35.1,20,25,80,35,77,45.5,9,4.052631579,4.263157895,1.105263158,0.315789474,28.15789474
Grayson Allen,allengr01,29,PHO,16,168,43,21,11,5,18,22,8,35,370,52,132,39.4,34,99,34.3,30,37,81.1,18,33,54.5,10.5,2.6875,1.3125,0.6875,0.3125,23.125
Draymond Green,greendr01,34,GSW,19,168,118,114,19,19,43,62,18,100,542,55,127,43.3,29,72,40.3,29,48,60.4,26,55,47.3,8.842105263,6.210526316,6,1,1,28.52631579
Gary Trent Jr.,trentga02,26,MIL,19,167,40,19,18,1,11,43,3,37,486,57,146,39,37,96,38.5,16,18,88.9,20,50,40,8.789473684,2.105263158,1,0.947368421,0.052631579,25.57894737
Grant Williams,willigr01,26,CHO,16,166,82,37,18,13,28,46,18,64,479,54,123,43.9,27,74,36.5,31,37,83.8,27,49,55.1,10.375,5.125,2.3125,1.125,0.8125,29.9375
Al Horford,horfoal01,38,BOS,17,165,86,40,14,15,17,27,16,70,476,60,126,47.6,39,92,42.4,6,6,100,21,34,61.8,9.705882353,5.058823529,2.352941176,0.823529412,0.882352941,28
Jeremiah Robinson-Earl,robinje02,24,NOP,22,165,114,25,16,2,20,29,47,67,464,62,138,44.9,19,57,33.3,22,25,88,43,81,53.1,7.5,5.181818182,1.136363636,0.727272727,0.090909091,21.09090909
Julian Strawther,strawju01,22,DEN,19,165,39,26,15,7,17,51,6,33,392,56,126,44.4,26,65,40,27,34,79.4,30,61,49.2,8.684210526,2.052631579,1.368421053,0.789473684,0.368421053,20.63157895
A.J. Green,greenaj01,25,MIL,20,164,43,20,12,1,12,41,4,39,411,55,115,47.8,49,106,46.2,5,6,83.3,6,9,66.7,8.2,2.15,1,0.6,0.05,20.55
Chet Holmgren,holmgch01,22,OKC,10,164,87,20,8,26,23,18,16,71,265,56,111,50.5,14,37,37.8,38,49,77.6,42,74,56.8,16.4,8.7,2,0.8,2.6,26.5
Walker Kessler,kesslwa01,23,UTA,15,164,157,20,8,42,21,36,58,99,432,70,95,73.7,0,0,0,24,41,58.5,70,95,73.7,10.93333333,10.46666667,1.333333333,0.533333333,2.8,28.8
Dorian Finney-Smith,finnedo01,31,BRK,15,160,64,27,14,8,16,46,27,37,435,57,122,46.7,35,83,42.2,11,18,61.1,22,39,56.4,10.66666667,4.266666667,1.8,0.933333333,0.533333333,29
Moses Moody,moodymo01,22,GSW,20,160,40,19,6,6,17,25,9,31,323,55,125,44,28,73,38.4,22,29,75.9,27,52,51.9,8,2,0.95,0.3,0.3,16.15
Paul George,georgpa01,34,PHI,10,159,53,51,21,3,30,24,9,44,295,55,135,40.7,22,65,33.8,27,33,81.8,33,70,47.1,15.9,5.3,5.1,2.1,0.3,29.5
Trayce Jackson-Davis,jackstr02,24,GSW,20,158,103,41,6,13,17,24,35,68,340,71,118,60.2,0,1,0,16,28,57.1,71,117,60.7,7.9,5.15,2.05,0.3,0.65,17
Dereck Lively II,livelde01,20,DAL,17,157,125,40,10,28,20,52,48,77,393,65,92,70.7,0,0,0,27,45,60,65,92,70.7,9.235294118,7.352941176,2.352941176,0.588235294,1.647058824,23.11764706
Davion Mitchell,mitchda01,26,TOR,22,157,49,115,20,4,46,61,11,38,612,60,152,39.5,20,72,27.8,17,26,65.4,40,80,50,7.136363636,2.227272727,5.227272727,0.909090909,0.181818182,27.81818182
Spencer Dinwiddie,dinwisp01,31,DAL,20,156,32,64,13,5,15,33,3,29,422,47,117,40.2,26,71,36.6,36,42,85.7,21,46,45.7,7.8,1.6,3.2,0.65,0.25,21.1
Kris Dunn,dunnkr01,30,LAC,24,156,93,63,36,7,26,62,19,74,543,64,145,44.1,23,70,32.9,5,10,50,41,75,54.7,6.5,3.875,2.625,1.5,0.291666667,22.625
Zach Edey,edeyza01,22,MEM,14,156,97,11,12,14,23,44,43,54,281,64,105,61,6,10,60,22,33,66.7,58,95,61.1,11.14285714,6.928571429,0.785714286,0.857142857,1,20.07142857
Trey Murphy III,murphtr02,24,NOP,9,156,44,21,8,6,13,19,8,36,293,54,139,38.8,23,75,30.7,25,30,83.3,31,64,48.4,17.33333333,4.888888889,2.333333333,0.888888889,0.666666667,32.55555556
Nicolas Claxton,claxtni01,25,BRK,17,155,130,38,10,21,22,43,32,98,422,69,106,65.1,1,2,50,16,38,42.1,68,104,65.4,9.117647059,7.647058824,2.235294118,0.588235294,1.235294118,24.82352941
Goga Bitadze,bitadgo01,25,ORL,19,154,133,33,16,31,25,48,48,85,421,65,96,67.7,0,7,0,24,31,77.4,65,89,73,8.105263158,7,1.736842105,0.842105263,1.631578947,22.15789474
Sam Hauser,hausesa01,27,BOS,18,153,63,20,15,4,8,23,15,48,409,56,129,43.4,39,107,36.4,2,2,100,17,22,77.3,8.5,3.5,1.111111111,0.833333333,0.222222222,22.72222222
Brandin Podziemski,podzibr01,21,GSW,19,152,88,67,15,7,24,38,20,68,460,60,154,39,14,68,20.6,18,24,75,46,86,53.5,8,4.631578947,3.526315789,0.789473684,0.368421053,24.21052632
Tristan Da Silva,dasiltr01,23,ORL,20,150,73,33,8,3,10,26,16,57,475,57,137,41.6,24,71,33.8,12,16,75,33,66,50,7.5,3.65,1.65,0.4,0.15,23.75
Isaiah Stewart,stewais01,23,DET,24,150,148,45,12,33,28,71,57,91,522,58,105,55.2,5,20,25,29,33,87.9,53,85,62.4,6.25,6.166666667,1.875,0.5,1.375,21.75
Jaime Jaquez Jr.,jaqueja01,23,MIA,16,149,89,38,17,2,24,22,25,64,351,55,128,43,10,32,31.3,29,42,69,45,96,46.9,9.3125,5.5625,2.375,1.0625,0.125,21.9375
Patrick Williams,willipa01,23,CHI,15,149,75,35,15,8,29,21,16,59,433,50,133,37.6,28,71,39.4,21,25,84,22,62,35.5,9.933333333,5,2.333333333,1,0.533333333,28.86666667
Mike Conley,conlemi01,37,MIN,17,147,50,77,26,3,24,28,8,42,433,45,127,35.4,32,88,36.4,25,28,89.3,13,39,33.3,8.647058824,2.941176471,4.529411765,1.529411765,0.176470588,25.47058824
Javonte Green,greenja02,31,NOP,22,147,77,20,25,16,12,28,23,54,535,50,118,42.4,17,53,32.1,30,39,76.9,33,65,50.8,6.681818182,3.5,0.909090909,1.136363636,0.727272727,24.31818182
Garrison Mathews,mathega01,28,ATL,18,147,19,26,13,3,10,30,3,16,323,43,95,45.3,37,79,46.8,24,29,82.8,6,16,37.5,8.166666667,1.055555556,1.444444444,0.722222222,0.166666667,17.94444444
Jalen Smith,smithja04,24,CHI,19,146,98,14,8,11,13,29,26,72,275,51,113,45.1,23,63,36.5,21,28,75,28,50,56,7.684210526,5.157894737,0.736842105,0.421052632,0.578947368,14.47368421
Paolo Banchero,banchpa01,22,ORL,5,145,44,28,3,4,11,13,12,32,182,48,97,49.5,11,32,34.4,38,59,64.4,37,65,56.9,29,8.8,5.6,0.6,0.8,36.4
Jordan Hawkins,hawkijo01,22,NOP,11,144,42,14,3,4,14,12,5,37,302,47,126,37.3,22,66,33.3,28,31,90.3,25,60,41.7,13.09090909,3.818181818,1.272727273,0.272727273,0.363636364,27.45454545
Terance Mann,mannte01,28,LAC,23,144,71,40,22,5,13,47,24,47,484,56,128,43.8,16,47,34,16,24,66.7,40,81,49.4,6.260869565,3.086956522,1.739130435,0.956521739,0.217391304,21.04347826
Brandon Clarke,clarkbr01,28,MEM,21,143,99,18,16,7,8,40,33,66,377,65,111,58.6,1,16,6.3,12,19,63.2,64,95,67.4,6.80952381,4.714285714,0.857142857,0.761904762,0.333333333,17.95238095
Kyshawn George,georgky01,21,WAS,19,143,78,50,13,13,19,60,13,65,497,50,149,33.6,24,97,24.7,19,26,73.1,26,52,50,7.526315789,4.105263158,2.631578947,0.684210526,0.684210526,26.15789474
Jusuf Nurkic,nurkiju01,30,PHO,16,143,159,21,15,10,37,47,29,130,385,47,112,42,14,47,29.8,35,52,67.3,33,65,50.8,8.9375,9.9375,1.3125,0.9375,0.625,24.0625
Cason Wallace,wallaca01,21,OKC,21,143,71,45,35,13,7,46,26,45,554,60,141,42.6,18,62,29,5,6,83.3,42,79,53.2,6.80952381,3.380952381,2.142857143,1.666666667,0.619047619,26.38095238
Keon Ellis,elliske01,25,SAC,20,142,42,19,21,18,18,42,16,26,433,46,96,47.9,30,68,44.1,20,25,80,16,28,57.1,7.1,2.1,0.95,1.05,0.9,21.65
Simone Fontecchio,fontesi01,29,DET,22,140,68,17,6,5,16,31,12,56,397,46,116,39.7,26,78,33.3,22,28,78.6,20,38,52.6,6.363636364,3.090909091,0.772727273,0.272727273,0.227272727,18.04545455
Cameron Payne,payneca01,30,NYK,17,139,33,57,12,6,10,38,6,27,303,50,115,43.5,30,68,44.1,9,11,81.8,20,47,42.6,8.176470588,1.941176471,3.352941176,0.705882353,0.352941176,17.82352941
Andre Drummond,drumman01,31,PHI,17,137,139,10,22,8,29,43,49,90,346,55,105,52.4,1,6,16.7,26,47,55.3,54,99,54.5,8.058823529,8.176470588,0.588235294,1.294117647,0.470588235,20.35294118
Jonathan Isaac,isaacjo01,27,ORL,21,136,99,5,18,30,9,31,37,62,355,50,113,44.2,17,58,29.3,19,28,67.9,33,55,60,6.476190476,4.714285714,0.238095238,0.857142857,1.428571429,16.9047619
Zion Williamson,willizi01,24,NOP,6,136,48,32,4,7,22,18,16,32,186,47,104,45.2,2,6,33.3,40,60,66.7,45,98,45.9,22.66666667,8,5.333333333,0.666666667,1.166666667,31
Josh Green,greenjo02,24,CHO,19,135,48,31,13,5,15,53,17,31,513,49,112,43.8,29,60,48.3,8,13,61.5,20,52,38.5,7.105263158,2.526315789,1.631578947,0.684210526,0.263157895,27
